Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
249-42-3782,A,Yangon,Normal,Male,Health and beauty,70.01,5,"175,025","3,675,525",05/01/2019,11:36,Ewallet,350.05,"4,761,904,762","175,025",5.5
316-55-4634,B,Mandalay,Member,Male,Food and beverages,80.05,5,"200,125","4,202,625",05/01/2019,12:45,Credit card,400.25,"4,761,904,762","200,125",9.4
733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,05/01/2019,19:17,Cash,166.8,"4,761,904,762",8.34,6.3
608-27-6295,B,Mandalay,Member,Male,Electronic accessories,52.89,6,"15,867","333,207",05/01/2019,17:34,Credit card,317.34,"4,761,904,762","15,867",9.8
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,19.79,8,"7,916","166,236",05/01/2019,12:04,Ewallet,158.32,"4,761,904,762","7,916",8.7
827-26-2100,A,Yangon,Member,Male,Home and lifestyle,33.84,9,"15,228","319,788",05/01/2019,16:21,Ewallet,304.56,"4,761,904,762","15,228",8.8
175-54-2529,A,Yangon,Member,Male,Food and beverages,22.17,8,"8,868","186,228",05/01/2019,17:01,Credit card,177.36,"4,761,904,762","8,868",9.6
139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,"78,785","1,654,485",05/01/2019,10:50,Credit card,157.57,"4,761,904,762","78,785",4.8
407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.88,6,"22,164","465,444",05/01/2019,19:16,Ewallet,443.28,"4,761,904,762","22,164",4.4
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86.8,3,13.02,273.42,05/01/2019,16:47,Ewallet,260.4,"4,761,904,762",13.02,9.9
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,"22,491","472,311",05/01/2019,10:00,Cash,449.82,"4,761,904,762","22,491",5.7
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.47,8,"15,388","323,148",05/01/2019,11:51,Cash,307.76,"4,761,904,762","15,388",7.7
851-28-6367,A,Yangon,Member,Male,Sports and travel,15.5,10,7.75,162.75,05/01/2019,10:55,Ewallet,155,"4,761,904,762",7.75,8
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.31,8,"13,724","288,204",05/01/2019,15:00,Ewallet,274.48,"4,761,904,762","13,724",5.7
586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.34,7,"4,319","90,699",05/01/2019,11:19,Credit card,86.38,"4,761,904,762","4,319",6.7
895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.08,3,"2,712","56,952",05/01/2019,19:46,Ewallet,54.24,"4,761,904,762","2,712",8
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8,"37,796","793,716",05/01/2019,19:00,Ewallet,755.92,"4,761,904,762","37,796",7.5
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4,"9,294","195,174",05/01/2019,10:53,Cash,185.88,"4,761,904,762","9,294",7
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,"37,035","777,735",05/01/2019,12:50,Ewallet,74.07,"4,761,904,762","37,035",9.9
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,"13,962","293,202",05/01/2019,20:50,Credit card,279.24,"4,761,904,762","13,962",5.9
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,"11,556","242,676",05/01/2019,10:39,Credit card,231.12,"4,761,904,762","11,556",7.2
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,"7,352","154,392",05/01/2019,13:41,Ewallet,147.04,"4,761,904,762","7,352",4.6
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,05/01/2019,19:08,Cash,790.2,"4,761,904,762",39.51,9.2
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,05/01/2019,20:23,Ewallet,102.2,"4,761,904,762",5.11,5.7
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.71,5,"81,775","1,717,275",05/01/2019,11:30,Credit card,163.55,"4,761,904,762","81,775",9.9
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,"37,145","780,045",05/01/2019,19:30,Cash,74.29,"4,761,904,762","37,145",5
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.37,91.77,05/01/2019,18:03,Cash,87.4,"4,761,904,762",4.37,4.9
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29,1,"12,645","265,545",05/01/2019,10:13,Ewallet,25.29,"4,761,904,762","12,645",6.1
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,05/01/2019,19:58,Credit card,166,"4,761,904,762",8.3,8.2
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,"178,475","3,747,975",05/01/2019,19:57,Credit card,356.95,"4,761,904,762","178,475",5.5
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.15,6,"5,745","120,645",05/01/2019,10:01,Credit card,114.9,"4,761,904,762","5,745",6.8
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49,4,"11,498","241,458",05/01/2019,11:57,Cash,229.96,"4,761,904,762","11,498",6.6
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,"214,935","4,513,635",05/01/2019,10:02,Cash,429.87,"4,761,904,762","214,935",9.8
875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,05/01/2019,14:51,Ewallet,259,"4,761,904,762",12.95,8.7
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,"44,425","932,925",05/01/2019,12:42,Credit card,88.85,"4,761,904,762","44,425",5.4
749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,9,"103,635","2,176,335",05/01/2019,12:02,Ewallet,207.27,"4,761,904,762","103,635",7.9
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.65,9,"299,925","6,298,425",05/01/2019,18:19,Credit card,599.85,"4,761,904,762","299,925",9.7
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,"14,265","299,565",05/01/2019,17:38,Ewallet,285.3,"4,761,904,762","14,265",7.8
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,3,"45,555","956,655",05/01/2019,13:41,Ewallet,91.11,"4,761,904,762","45,555",5.1
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,9,"448,785","9,424,485",05/01/2019,19:42,Credit card,897.57,"4,761,904,762","448,785",6.5
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9,"118,035","2,478,735",05/01/2019,20:24,Ewallet,236.07,"4,761,904,762","118,035",5.9
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9,"41,967","881,307",05/01/2019,18:08,Cash,839.34,"4,761,904,762","41,967",8.8
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,05/01/2019,19:17,Ewallet,461.8,"4,761,904,762",23.09,4.9
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3,"6,963","146,223",05/01/2019,13:24,Credit card,139.26,"4,761,904,762","6,963",4.4
891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7,"103,635","2,176,335",05/01/2019,15:53,Cash,207.27,"4,761,904,762","103,635",6.5
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.914,"19,194",05/01/2019,15:05,Credit card,18.28,"4,761,904,762",0.914,8.3
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5,"61,925","1,300,425",05/01/2019,18:27,Cash,123.85,"4,761,904,762","61,925",8.5
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,"14,196","298,116",05/01/2019,16:55,Cash,283.92,"4,761,904,762","14,196",5.5
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,"37,948","796,908",05/01/2019,12:58,Ewallet,758.96,"4,761,904,762","37,948",8.7
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,"8,601","180,621",05/01/2019,18:59,Credit card,172.02,"4,761,904,762","8,601",7.9
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,"13,605","285,705",05/01/2019,13:44,Ewallet,272.1,"4,761,904,762","13,605",6.1
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,"21,728","456,288",05/01/2019,13:46,Ewallet,434.56,"4,761,904,762","21,728",5.4
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,"29,525","620,025",05/01/2019,18:06,Cash,59.05,"4,761,904,762","29,525",9.4
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,"13,167",05/01/2019,12:38,Cash,12.54,"4,761,904,762",0.627,8.2
213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,2,"4,325","90,825",05/01/2019,15:56,Cash,86.5,"4,761,904,762","4,325",6.2
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,"8,716","183,036",05/01/2019,14:29,Credit card,174.32,"4,761,904,762","8,716",9.7
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,"312,165","6,555,465",05/01/2019,19:14,Ewallet,624.33,"4,761,904,762","312,165",4
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,"7,412","155,652",05/01/2019,16:24,Ewallet,148.24,"4,761,904,762","7,412",9.7
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,05/01/2019,10:52,Cash,544.2,"4,761,904,762",27.21,5.3
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,"25,368","532,728",05/01/2019,12:55,Ewallet,507.36,"4,761,904,762","25,368",7.4
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,"8,137","170,877",05/01/2019,19:28,Cash,162.74,"4,761,904,762","8,137",6.5
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,"15,885","333,585",05/01/2019,13:52,Credit card,31.77,"4,761,904,762","15,885",8.7
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,"378,405","7,946,505",05/01/2019,10:54,Cash,756.81,"4,761,904,762","378,405",8
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,"14,764","310,044",05/01/2019,18:31,Cash,295.28,"4,761,904,762","14,764",6.7
157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,05/01/2019,18:24,Ewallet,519.4,"4,761,904,762",25.97,6.5
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,"9,314","195,594",05/01/2019,18:09,Ewallet,186.28,"4,761,904,762","9,314",4.1
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,"43,525","914,025",05/01/2019,15:16,Credit card,87.05,"4,761,904,762","43,525",4.9
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,"11,055","232,155",05/01/2019,17:07,Credit card,221.1,"4,761,904,762","11,055",8.6
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,"3,305","69,405",05/01/2019,19:26,Cash,66.1,"4,761,904,762","3,305",4.3
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1,"44,845","941,745",05/01/2019,11:20,Ewallet,89.69,"4,761,904,762","44,845",4.9
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,"11,223","235,683",05/01/2019,16:49,Credit card,224.46,"4,761,904,762","11,223",5.6
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,"5,977","125,517",05/01/2019,12:01,Credit card,119.54,"4,761,904,762","5,977",5.8
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,05/01/2019,18:37,Credit card,186.4,"4,761,904,762",9.32,6
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,05/01/2019,11:25,Cash,250.6,"4,761,904,762",12.53,4.2
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,"37,548","788,508",05/01/2019,18:42,Credit card,750.96,"4,761,904,762","37,548",8.3
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8,"19,036","399,756",05/01/2019,14:47,Cash,380.72,"4,761,904,762","19,036",5.7
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,05/01/2019,19:43,Cash,244.2,"4,761,904,762",12.21,4.8
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,"4,485","94,185",05/01/2019,14:04,Ewallet,89.7,"4,761,904,762","4,485",6.8
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4,"15,544","326,424",05/01/2019,16:11,Credit card,310.88,"4,761,904,762","15,544",8.8
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,"25,571","536,991",05/01/2019,19:06,Credit card,511.42,"4,761,904,762","25,571",4.2
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,"209,475","4,398,975",05/01/2019,15:34,Ewallet,418.95,"4,761,904,762","209,475",6.4
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,"17,595","369,495",05/01/2019,19:06,Credit card,351.9,"4,761,904,762","17,595",8.4
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,"1,439","30,219",05/01/2019,19:44,Credit card,28.78,"4,761,904,762","1,439",7.2
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,05/01/2019,11:22,Cash,95,"4,761,904,762",4.75,5.2
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,05/01/2019,11:23,Cash,471.2,"4,761,904,762",23.56,8.9
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,"6,524","137,004",05/01/2019,14:12,Cash,130.48,"4,761,904,762","6,524",9
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,"33,175","696,675",05/01/2019,10:46,Credit card,66.35,"4,761,904,762","33,175",9.7
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,"7,773","163,233",05/01/2019,10:16,Ewallet,155.46,"4,761,904,762","7,773",8.7
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,05/01/2019,12:38,Ewallet,129,"4,761,904,762",6.45,6.5
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,"13,188","276,948",05/01/2019,13:05,Credit card,263.76,"4,761,904,762","13,188",6.9
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9,"33,777","709,317",05/01/2019,13:25,Ewallet,675.54,"4,761,904,762","33,777",6.2
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,05/01/2019,14:53,Ewallet,65.8,"4,761,904,762",3.29,5.6
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,05/01/2019,19:22,Cash,153.2,"4,761,904,762",7.66,5.7
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,05/01/2019,11:00,Cash,222.4,"4,761,904,762",11.12,4.2
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,"27,225","571,725",05/01/2019,19:24,Ewallet,54.45,"4,761,904,762","27,225",7.9
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,05/01/2019,12:43,Credit card,688.8,"4,761,904,762",34.44,8.7
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,"7,094","148,974",05/01/2019,17:22,Credit card,141.88,"4,761,904,762","7,094",6.9
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,05/01/2019,20:55,Cash,746,"4,761,904,762",37.3,9.5
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4,"14,148","297,108",05/01/2019,16:05,Credit card,282.96,"4,761,904,762","14,148",4.4
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,05/01/2019,13:34,Ewallet,355.4,"4,761,904,762",17.77,7
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,"168,575","3,540,075",05/01/2019,18:13,Ewallet,337.15,"4,761,904,762","168,575",6.3
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,"2,112","44,352",05/01/2019,19:17,Cash,42.24,"4,761,904,762","2,112",9.7
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,"9,693","203,553",05/01/2019,11:44,Credit card,193.86,"4,761,904,762","9,693",8.8
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,"1,203","25,263",05/01/2019,15:51,Cash,24.06,"4,761,904,762","1,203",5.1
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,"29,913","628,173",05/01/2019,16:52,Ewallet,598.26,"4,761,904,762","29,913",7.9
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,"167,895","3,525,795",05/01/2019,20:52,Cash,335.79,"4,761,904,762","167,895",6.2
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,05/01/2019,17:36,Cash,218.2,"4,761,904,762",10.91,7.1
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,"19,084","400,764",05/01/2019,13:23,Ewallet,381.68,"4,761,904,762","19,084",6.4
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,"35,495","745,395",05/01/2019,16:28,Cash,709.9,"4,761,904,762","35,495",5.7
828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,05/01/2019,19:57,Credit card,440.2,"4,761,904,762",22.01,9.6
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,"27,984","587,664",05/01/2019,17:01,Credit card,559.68,"4,761,904,762","27,984",6.4
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37,1,1.85,38.85,05/01/2019,13:29,Credit card,37,"4,761,904,762",1.85,7.9
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,"16,107",05/01/2019,11:09,Cash,15.34,"4,761,904,762",0.767,6.5
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,"29,949","628,929",05/01/2019,15:02,Ewallet,598.98,"4,761,904,762","29,949",8.5
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,"9,534","200,214",05/01/2019,14:21,Cash,190.68,"4,761,904,762","9,534",9.1
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,05/01/2019,18:01,Cash,333.4,"4,761,904,762",16.67,7.6
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,"3,743","78,603",05/01/2019,14:49,Cash,74.86,"4,761,904,762","3,743",6.9
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,"106,875","2,244,375",05/01/2019,12:02,Cash,213.75,"4,761,904,762","106,875",9.5
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,"169,785","3,565,485",05/01/2019,13:30,Credit card,339.57,"4,761,904,762","169,785",5.2
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,"33,208","697,368",05/01/2019,14:38,Cash,664.16,"4,761,904,762","33,208",4.2
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,05/01/2019,17:37,Credit card,403,"4,761,904,762",20.15,7
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,"97,475","2,046,975",05/01/2019,17:20,Ewallet,194.95,"4,761,904,762","97,475",6
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,"3,124","65,604",05/01/2019,20:29,Cash,62.48,"4,761,904,762","3,124",4.7
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,"3,636","76,356",05/01/2019,10:00,Cash,72.72,"4,761,904,762","3,636",7.1
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,"9,055","190,155",05/01/2019,11:46,Ewallet,181.1,"4,761,904,762","9,055",5.9
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,05/01/2019,13:42,Cash,259.6,"4,761,904,762",12.98,7.5
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,"5,768","121,128",05/01/2019,14:44,Cash,115.36,"4,761,904,762","5,768",6.4
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,"23,514","493,794",05/01/2019,14:16,Ewallet,470.28,"4,761,904,762","23,514",5.8
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,"12,002","252,042",05/01/2019,15:54,Cash,240.04,"4,761,904,762","12,002",4.5
